,stimuli,train_perf,test_perf,subject,timeout,response
0,car/car_03/10/0047.png,0.8558352434116862,0.08695652173913043,10.08695652173913,0.049890067962552985,0.5093442795328756
1,plant/plant_03/08/0043.png,0.834210529923439,0.2,9.5,0.03627982815693594,0.5042498584706809
2,car/car_03/05/0034.png,0.834210529923439,0.4,9.5,0.03627982815693594,0.5042498584706809
3,hydrant/hydrant_03/01/0004.png,0.834210529923439,0.45,9.5,0.03627982815693594,0.5042498584706809
4,car/car_03/03/0002.png,0.834210529923439,0.5,9.5,0.03627982815693594,0.5042498584706809
5,plant/plant_03/05/0029.png,0.834210529923439,0.5,9.5,0.03627982815693594,0.5042498584706809
6,hydrant/hydrant_03/05/0012.png,0.8558352434116862,0.5217391304347826,10.08695652173913,0.049890067962552985,0.5093442795328756
7,chair/chair_03/07/0044.png,0.834210529923439,0.55,9.5,0.03627982815693594,0.5042498584706809
8,car/car_03/03/0000.png,0.834210529923439,0.55,9.5,0.03627982815693594,0.5042498584706809
9,chair/chair_03/07/0039.png,0.834210529923439,0.6,9.5,0.03627982815693594,0.5042498584706809
10,suitcase/suitcase_03/07/0017.png,0.834210529923439,0.7,9.5,0.03627982815693594,0.5042498584706809
11,chair/chair_03/03/0037.png,0.834210529923439,0.7,9.5,0.03627982815693594,0.5042498584706809
12,couch/couch_03/03/0039.png,0.834210529923439,0.75,9.5,0.03627982815693594,0.5042498584706809
13,hydrant/hydrant_03/08/0046.png,0.834210529923439,0.75,9.5,0.03627982815693594,0.5042498584706809
14,chair/chair_03/07/0048.png,0.834210529923439,0.75,9.5,0.03627982815693594,0.5042498584706809
15,motorcycle/motorcycle_03/09/0026.png,0.8295739378247943,0.7619047619047619,9.333333333333334,0.03494576314041124,0.5044443096546168
