model_name,imagenet_accuracy,perspective_accuracy,depth_accuracy,perspective_accuracy_human,depth_accuracy_human
volo_d4_224.sail_in1k,85.872,72.27130977130976,89.81264637002342,72.3404255319149,85.1063829787234
volo_d5_224.sail_in1k,86.07,73.3108108108108,90.55425448868071,70.2127659574468,82.97872340425532
volo_d1_224.sail_in1k,84.162,60.96673596673596,87.78298204527712,58.51063829787234,82.97872340425532
volo_d2_224.sail_in1k,85.202,63.61746361746362,88.40749414519907,59.57446808510638,86.17021276595744
xcit_medium_24_p8_224.fb_in1k,83.746,65.28066528066529,89.61748633879782,71.27659574468085,89.36170212765957
xcit_nano_12_p8_224.fb_in1k,73.91,56.65280665280665,84.5433255269321,59.57446808510638,80.85106382978722
xcit_small_12_p8_224.fb_in1k,83.334,66.81392931392931,90.39812646370024,60.63829787234043,86.17021276595744
xcit_small_24_p8_224.fb_in1k,83.834,68.08731808731808,90.12490241998438,68.08510638297872,88.29787234042553
xcit_tiny_12_p8_224.fb_in1k,79.688,61.74636174636174,87.43169398907104,67.02127659574468,86.17021276595744
xcit_tiny_24_p8_224.fb_in1k,81.892,59.40748440748441,87.19750195160032,64.8936170212766,82.97872340425532
convnext_base.fb_in22k_ft_in1k,86.274,66.29417879417879,88.01717408274786,73.40425531914893,78.72340425531915
convnext_base.fb_in22k_ft_in1k_384,86.796,71.36174636174636,90.1639344262295,72.3404255319149,81.91489361702128
convnext_large.fb_in22k_ft_in1k,87.026,66.11226611226611,89.61748633879782,67.02127659574468,84.04255319148936
convnext_large.fb_in22k_ft_in1k_384,87.472,73.88253638253637,90.47619047619048,77.6595744680851,82.97872340425532
convnext_small.in12k_ft_in1k_384,86.182,82.25051975051974,87.08040593286495,88.29787234042553,82.97872340425532
convnextv2_base.fcmae_ft_in22k_in1k,86.998,64.96881496881497,90.90554254488681,68.08510638297872,84.04255319148936
convnextv2_base.fcmae_ft_in22k_in1k_384,87.644,76.81912681912681,91.56908665105387,77.6595744680851,89.36170212765957
convnextv2_large.fcmae_ft_in1k,86.118,63.981288981288984,87.86104605776737,71.27659574468085,86.17021276595744
convnextv2_large.fcmae_ft_in22k_in1k,87.484,68.76299376299376,89.9687743950039,74.46808510638297,84.04255319148936
convnextv2_large.fcmae_ft_in22k_in1k_384,88.198,77.72869022869024,91.95940671350508,79.7872340425532,90.42553191489363
crossvit_9_240.in1k,73.96,56.522869022869024,85.3239656518345,55.319148936170215,82.97872340425532
crossvit_tiny_240.in1k,73.34,60.91476091476091,84.89461358313818,70.2127659574468,80.85106382978722
tf_mobilenetv3_large_075.in1k,73.43,55.04158004158004,80.36690085870414,60.63829787234043,72.3404255319149
tf_mobilenetv3_large_minimal_100.in1k,72.264,53.66424116424117,78.57142857142857,59.57446808510638,71.27659574468085
tf_mobilenetv3_small_075.in1k,65.726,53.71621621621622,81.69398907103826,46.808510638297875,77.6595744680851
tf_mobilenetv3_small_100.in1k,67.922,53.97609147609148,80.71818891491023,47.87234042553192,77.6595744680851
mobilevit_xs.cvnets_in1k,74.634,61.096673596673604,82.24043715846994,55.319148936170215,76.59574468085107
mobilevit_xxs.cvnets_in1k,68.918,58.393970893970895,84.62138953942232,57.446808510638306,82.97872340425532
mobilevitv2_050.cvnets_in1k,70.148,54.02806652806653,80.75722092115535,51.06382978723404,74.46808510638297
legacy_seresnet18.in1k,71.76,60.680873180873185,86.76814988290398,58.51063829787234,85.1063829787234
legacy_seresnet34.in1k,74.802,65.17671517671518,86.10460577673692,62.76595744680851,84.04255319148936
seresnextaa101d_32x8d.sw_in12k_ft_in1k,86.484,68.32120582120582,90.7103825136612,70.2127659574468,82.97872340425532
seresnextaa101d_32x8d.sw_in12k_ft_in1k_288,86.724,68.73700623700624,88.05620608899297,70.2127659574468,82.97872340425532
semnasnet_075.rmsp_in1k,73.004,54.96361746361747,80.21077283372365,62.76595744680851,81.91489361702128
mnasnet_100.rmsp_in1k,74.652,54.15800415800416,79.5472287275566,59.57446808510638,80.85106382978722
mnasnet_small.lamb_in1k,66.196,56.08108108108109,82.12334113973458,54.25531914893617,82.97872340425532
swinv2_base_window12to16_192to256.ms_in22k_ft_in1k,86.268,81.9906444906445,90.94457455113194,84.04255319148936,89.36170212765957
swinv2_base_window12to24_192to384.ms_in22k_ft_in1k,87.096,86.12266112266113,89.50039032006245,91.48936170212765,86.17021276595744
swinv2_large_window12to16_192to256.ms_in22k_ft_in1k,86.952,84.04365904365905,91.33489461358315,84.04255319148936,89.36170212765957
swinv2_large_window12to24_192to384.ms_in22k_ft_in1k,87.464,83.13409563409564,90.47619047619048,82.97872340425532,86.17021276595744
swinv2_cr_small_224.sw_in1k,83.136,70.34823284823285,86.69008587041374,74.46808510638297,84.04255319148936
swinv2_cr_small_ns_224.sw_in1k,83.498,69.20478170478171,88.75878220140515,73.40425531914893,80.85106382978722
swinv2_cr_tiny_ns_224.sw_in1k,81.802,63.17567567567568,87.1584699453552,62.76595744680851,81.91489361702128
eva_large_patch14_196.in22k_ft_in1k,87.932,79.52182952182952,89.11007025761124,88.29787234042553,80.85106382978722
eva_large_patch14_196.in22k_ft_in22k_in1k,88.574,80.48336798336798,89.18813427010149,81.91489361702128,86.17021276595744
eva_large_patch14_336.in22k_ft_in1k,88.67,84.14760914760915,91.37392661982827,85.1063829787234,89.36170212765957
eva_large_patch14_336.in22k_ft_in22k_in1k,89.206,83.16008316008316,90.63231850117096,92.5531914893617,85.1063829787234
eva02_base_patch14_448.mim_in22k_ft_in1k,88.252,85.47297297297297,90.04683840749415,89.36170212765957,87.2340425531915
eva02_base_patch14_448.mim_in22k_ft_in22k_in1k,88.69,83.73180873180873,91.80327868852459,80.85106382978722,87.2340425531915
eva02_large_patch14_448.mim_in22k_ft_in1k,89.622,51.403326403326396,89.85167837626854,57.446808510638306,84.04255319148936
eva02_large_patch14_448.mim_in22k_ft_in22k_in1k,89.97,85.6029106029106,89.34426229508196,91.48936170212765,80.85106382978722
eva02_large_patch14_448.mim_m38m_ft_in1k,89.574,52.52079002079002,91.10070257611241,47.87234042553192,84.04255319148936
tinynet_b.in1k,74.978,58.65384615384615,83.68462138953943,56.38297872340425,73.40425531914893
tinynet_c.in1k,71.242,53.898128898128896,82.55269320843091,53.191489361702125,79.7872340425532
edgenext_xx_small.in1k,71.878,53.87214137214137,85.05074160811866,59.57446808510638,79.7872340425532
ghostnet_100.in1k,73.958,57.380457380457386,82.27946916471507,53.191489361702125,77.6595744680851
spnasnet_100.rmsp_in1k,74.094,56.96465696465697,82.98204527712724,58.51063829787234,74.46808510638297
vit_large_patch14_clip_224.openai_ft_in12k_in1k,88.174,71.75155925155924,86.57298985167837,79.7872340425532,80.85106382978722
vit_large_patch14_clip_224.laion2b_ft_in12k_in1k,87.894,73.5966735966736,86.0655737704918,78.72340425531915,85.1063829787234
vit_large_patch14_clip_224.openai_ft_in1k,87.854,78.3004158004158,86.0655737704918,80.85106382978722,79.7872340425532
vit_large_patch14_clip_224.laion2b_ft_in1k,87.286,74.7920997920998,84.07494145199064,76.59574468085107,79.7872340425532
vit_base_patch16_clip_224.laion2b_ft_in12k_in1k,86.17,55.58731808731808,85.48009367681499,52.12765957446809,77.6595744680851
vit_base_patch16_clip_224.openai_ft_in12k_in1k,85.942,64.68295218295218,86.92427790788446,68.08510638297872,87.2340425531915
vit_base_patch16_clip_224.laion2b_ft_in1k,85.47,61.77234927234927,85.08977361436378,62.76595744680851,77.6595744680851
vit_base_patch16_clip_224.openai_ft_in1k,85.292,62.2920997920998,86.57298985167837,55.319148936170215,77.6595744680851
vit_base_patch32_clip_224.laion2b_ft_in12k_in1k,83.296,52.41683991683992,81.18657298985168,54.25531914893617,75.53191489361703
vit_base_patch32_clip_224.laion2b_ft_in1k,82.582,50.33783783783784,81.81108508977361,57.446808510638306,76.59574468085107
vit_base_patch32_clip_224.openai_ft_in1k,81.93,50.41580041580042,84.11397345823576,45.744680851063826,81.91489361702128
